latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
41.19648,-7.23016,343.62,0.56,0.69,2026-08-19,328,N21,VIIRS,n,2.0NRT,293.49,6.6,N
41.19775,-7.23423,305.65,0.56,0.69,2026-08-19,328,N21,VIIRS,n,2.0NRT,291.72,6.6,N
41.20097,-7.22264,306.23,0.56,0.69,2026-08-19,328,N21,VIIRS,n,2.0NRT,290.65,7.1,N
41.20249,-7.22751,328.59,0.56,0.69,2026-08-19,328,N21,VIIRS,n,2.0NRT,291.65,6.6,N
41.20385,-7.23189,330.83,0.56,0.69,2026-08-19,328,N21,VIIRS,n,2.0NRT,291.7,6.6,N
41.24846,-7.81529,301.4,0.52,0.67,2026-08-19,328,N21,VIIRS,n,2.0NRT,290.49,1.1,N
41.85035,-8.48668,301.18,0.46,0.64,2026-08-19,328,N21,VIIRS,n,2.0NRT,289.44,2,N
41.94501,-8.48369,309.81,0.46,0.64,2026-08-19,328,N21,VIIRS,n,2.0NRT,288.99,1.65,N
41.98793,-8.52293,307.47,0.46,0.63,2026-08-19,328,N21,VIIRS,n,2.0NRT,289.25,3.36,N
41.98875,-8.52164,305.46,0.46,0.63,2026-08-19,328,N21,VIIRS,n,2.0NRT,289.32,1.26,N
41.99108,-8.53377,342.41,0.46,0.63,2026-08-19,328,N21,VIIRS,n,2.0NRT,290.31,4.52,N
41.99194,-8.53236,341.92,0.46,0.63,2026-08-19,328,N21,VIIRS,n,2.0NRT,290.21,9.64,N
41.99261,-8.53903,300.25,0.46,0.63,2026-08-19,328,N21,VIIRS,n,2.0NRT,288.21,4.52,N
41.99352,-8.53767,321.55,0.46,0.63,2026-08-19,328,N21,VIIRS,n,2.0NRT,288.43,7.54,N
41.99562,-8.52776,324.7,0.46,0.63,2026-08-19,328,N21,VIIRS,n,2.0NRT,288.63,2.8,N
41.99658,-8.52683,309.7,0.46,0.63,2026-08-19,328,N21,VIIRS,n,2.0NRT,288.43,2.5,N
41.99732,-8.53364,304.48,0.46,0.63,2026-08-19,328,N21,VIIRS,n,2.0NRT,287.9,2.8,N
43.44464,4.8971,331.01,0.5,0.66,2026-08-19,1130,N21,VIIRS,l,2.0NRT,305.79,6.7,D
